"NAME","STATE","COUNTY","S1501_C01_006E","S1501_C01_007E","S1501_C01_008E","S1501_C01_009E","S1501_C01_010E","S1501_C01_011E","S1501_C01_012E","S1501_C01_013E","state","county","yr"
"Clay County, Georgia","13","061","2141","79","340","648","397","290","256","131","13","061",2021
"Clayton County, Georgia","13","063","183644","10954","15911","60708","41339","17591","24563","12578","13","063",2021
"Clinch County, Georgia","13","065","4583","521","660","1701","978","221","350","152","13","065",2021
"Cobb County, Georgia","13","067","516087","19198","17381","93670","95410","37379","160192","92857","13","067",2021
"Coffee County, Georgia","13","069","28413","2421","4063","11127","4912","1902","2648","1340","13","069",2021
"Colquitt County, Georgia","13","071","29903","2750","4304","11510","5014","2014","2374","1937","13","071",2021
"Columbia County, Georgia","13","073","102678","2151","5122","23328","20760","12776","22813","15728","13","073",2021
"Cook County, Georgia","13","075","11070","607","1454","3536","2479","1151","1013","830","13","075",2021
"Coweta County, Georgia","13","077","98082","2857","6463","26095","21201","8441","21768","11257","13","077",2021
"Crawford County, Georgia","13","079","8603","368","1243","3425","2052","539","562","414","13","079",2021
"Crisp County, Georgia","13","081","13776","642","1648","5484","2807","1307","1032","856","13","081",2021
"Dade County, Georgia","13","083","11139","620","1292","3922","2372","1101","1221","611","13","083",2021
"Dawson County, Georgia","13","085","18763","542","1638","4392","4796","1248","4163","1984","13","085",2021
"Decatur County, Georgia","13","087","19242","1309","1686","6864","4441","2133","1725","1084","13","087",2021
"DeKalb County, Georgia","13","089","519772","22137","26081","106060","87844","38067","135676","103907","13","089",2021
"Dodge County, Georgia","13","091","14512","539","1506","5986","3270","953","1550","708","13","091",2021
"Dooly County, Georgia","13","093","8539","411","1294","3657","1398","619","783","377","13","093",2021
"Dougherty County, Georgia","13","095","55875","2681","6505","16603","12570","4867","6938","5711","13","095",2021
"Douglas County, Georgia","13","097","93017","3523","7353","27374","19608","7826","17000","10333","13","097",2021
"Early County, Georgia","13","099","7028","445","949","2727","1382","516","667","342","13","099",2021
"Echols County, Georgia","13","101","2550","166","369","1153","444","158","195","65","13","101",2021
"Effingham County, Georgia","13","103","41509","1142","2863","15115","8673","3705","7216","2795","13","103",2021
"Elbert County, Georgia","13","105","13785","591","2277","5511","3032","643","1070","661","13","105",2021
"Emanuel County, Georgia","13","107","15046","1106","1881","6501","2445","1189","1263","661","13","107",2021
"Evans County, Georgia","13","109","7059","482","1129","2694","1211","428","640","475","13","109",2021
"Fannin County, Georgia","13","111","19588","837","1585","6524","4137","1907","2589","2009","13","111",2021
"Fayette County, Georgia","13","113","80580","1492","2657","16761","15642","6784","22867","14377","13","113",2021
"Floyd County, Georgia","13","115","65597","4446","6245","21660","14023","5488","8019","5716","13","115",2021
"Forsyth County, Georgia","13","117","160396","4463","5762","23420","25830","11232","57284","32405","13","117",2021
"Franklin County, Georgia","13","119","15784","773","2105","5474","3242","1571","1539","1080","13","119",2021
"Fulton County, Georgia","13","121","720422","17277","31383","118809","106509","43921","235791","166732","13","121",2021
"Gilmer County, Georgia","13","123","22958","1594","1842","8108","4279","2094","3181","1860","13","123",2021
"Glascock County, Georgia","13","125","1954","166","189","801","419","152","201","26","13","125",2021
"Glynn County, Georgia","13","127","59459","2023","4538","16113","13320","5387","11020","7058","13","127",2021
"Gordon County, Georgia","13","129","38638","3520","5470","13102","7778","2543","3620","2605","13","129",2021
"Grady County, Georgia","13","131","17588","1411","2153","6595","3417","1324","1563","1125","13","131",2021
"Greene County, Georgia","13","133","13736","608","1091","4262","2536","864","2757","1618","13","133",2021
"Gwinnett County, Georgia","13","135","606958","38322","35255","135492","107347","56850","151593","82099","13","135",2021
"Habersham County, Georgia","13","137","30897","2829","3185","10547","5347","1782","4023","3184","13","137",2021
"Hall County, Georgia","13","139","132699","14906","10783","37544","27121","9088","20729","12528","13","139",2021
"Hancock County, Georgia","13","141","6809","909","1200","2457","1187","429","510","117","13","141",2021
"Haralson County, Georgia","13","143","20449","965","2497","7942","4495","1098","2163","1289","13","143",2021
"Harris County, Georgia","13","145","24049","338","1272","6147","6109","2396","4427","3360","13","145",2021
"Hart County, Georgia","13","147","18826","942","2422","6753","3824","1755","2163","967","13","147",2021
"Heard County, Georgia","13","149","7841","357","1051","3304","1925","384","461","359","13","149",2021
"Henry County, Georgia","13","151","153886","3499","8212","48272","34315","16136","28002","15450","13","151",2021
"Houston County, Georgia","13","153","105717","2397","4992","29772","23823","11722","18793","14218","13","153",2021
"Irwin County, Georgia","13","155","6689","297","1117","2308","1302","521","536","608","13","155",2021
"Jackson County, Georgia","13","157","50058","2445","4430","16087","10173","4407","8669","3847","13","157",2021
"Jasper County, Georgia","13","159","10063","331","916","4400","2093","701","929","693","13","159",2021
"Jeff Davis County, Georgia","13","161","9611","543","1423","3391","2196","823","838","397","13","161",2021
"Jefferson County, Georgia","13","163","10748","929","1251","4441","2238","695","959","235","13","163",2021
"Jenkins County, Georgia","13","165","6234","309","799","2760","1393","472","305","196","13","165",2021
"Johnson County, Georgia","13","167","6729","409","1257","3011","884","557","316","295","13","167",2021
"Jones County, Georgia","13","169","19462","526","1187","8012","3961","2327","2308","1141","13","169",2021
"Lamar County, Georgia","13","171","12156","263","991","4416","3465","810","1070","1141","13","171",2021
"Lanier County, Georgia","13","173","6659","310","666","2875","1110","546","768","384","13","173",2021
"Laurens County, Georgia","13","175","32996","1262","3232","13762","6416","2823","2800","2701","13","175",2021
"Lee County, Georgia","13","177","21337","560","1327","5845","4371","2674","4183","2377","13","177",2021
"Liberty County, Georgia","13","179","37437","924","2284","11447","10880","4531","5119","2252","13","179",2021
"Lincoln County, Georgia","13","181","5676","200","735","2480","1077","427","532","225","13","181",2021
"Long County, Georgia","13","183","10486","418","1422","3730","2445","934","797","740","13","183",2021
"Lowndes County, Georgia","13","185","69454","2256","5442","22621","14042","6731","11300","7062","13","185",2021
"Lumpkin County, Georgia","13","187","20937","499","1939","5571","4895","1236","4178","2619","13","187",2021
"McDuffie County, Georgia","13","189","14637","543","1785","5891","2949","1131","1258","1080","13","189",2021
"McIntosh County, Georgia","13","191","8919","224","1252","3232","1899","700","1094","518","13","191",2021
"Macon County, Georgia","13","193","8860","708","1724","3220","1925","389","535","359","13","193",2021
"Madison County, Georgia","13","195","20595","1345","2398","6784","4012","1864","2191","2001","13","195",2021
"Marion County, Georgia","13","197","5455","422","835","2000","1026","392","558","222","13","197",2021
"Meriwether County, Georgia","13","199","14599","739","2265","5921","3198","747","1136","593","13","199",2021
"Miller County, Georgia","13","201","4126","162","454","1194","941","559","460","356","13","201",2021
"Mitchell County, Georgia","13","205","15088","756","1881","5468","3833","1383","1010","757","13","205",2021
"Monroe County, Georgia","13","207","19354","641","1544","6797","3522","1273","2970","2607","13","207",2021
"Montgomery County, Georgia","13","209","5764","317","783","2161","865","614","592","432","13","209",2021
"Morgan County, Georgia","13","211","13898","574","885","5055","2612","997","2144","1631","13","211",2021
"Murray County, Georgia","13","213","26665","2987","4272","9146","5480","2050","1890","840","13","213",2021
"Muscogee County, Georgia","13","215","133479","4859","10603","35732","33329","12105","22195","14656","13","215",2021
"Newton County, Georgia","13","217","71645","2388","5471","23970","18022","6280","9331","6183","13","217",2021
"Oconee County, Georgia","13","219","26636","290","770","5027","4744","2067","6570","7168","13","219",2021
"Oglethorpe County, Georgia","13","221","10406","467","1105","3849","1838","934","1362","851","13","221",2021
"Paulding County, Georgia","13","223","108638","2336","7712","32437","28406","9625","18649","9473","13","223",2021
"Peach County, Georgia","13","225","17941","974","1712","5674","3671","2010","1898","2002","13","225",2021
"Pickens County, Georgia","13","227","24063","780","2075","8004","5088","2227","3838","2051","13","227",2021
"Pierce County, Georgia","13","229","13165","743","1084","5561","2301","1442","1109","925","13","229",2021
"Pike County, Georgia","13","231","12804","378","1151","4629","2814","1225","1474","1133","13","231",2021
"Polk County, Georgia","13","233","28327","2066","3047","11679","5773","2024","2373","1365","13","233",2021
"Pulaski County, Georgia","13","235","7415","785","669","2694","1834","503","545","385","13","235",2021
"Putnam County, Georgia","13","237","15848","786","1173","5631","3049","1103","2513","1593","13","237",2021
"Quitman County, Georgia","13","239","1753","140","405","621","334","94","100","59","13","239",2021
"Rabun County, Georgia","13","241","12715","709","1116","3870","2780","920","1793","1527","13","241",2021
"Randolph County, Georgia","13","243","4283","355","543","1587","938","330","365","165","13","243",2021
"Richmond County, Georgia","13","245","135310","4595","13849","43200","30385","12712","18351","12218","13","245",2021
